id	technicalName	alias	establishedBy	monthEstablished	yearEstablished	linkToVideo	videoStartTime	videoEndTime	startPos	endPos	difficultyLevel	description	descriptionEs	tips	tipsEs	recommendedPrerequisites	dateAdded	isImportant
10088	Rocket Backflip		Sebastian Egger		2021	https://youtu.be/9Ab1JPDJR-I?t=168	168	171	ROCKET	ROCKET	5	In Rocket do a backflip, completely letting go of the line and landing back in Rocket.	En Rocket haz un backflip, soltando completamente la línea y aterrizando de nuevo en Rocket.				1 Jan 2022	
10089	Side Roll over Neck	Sarah Roll	Tlaloc Moctezuma-Burns		2020	https://youtu.be/Se5XNo0RSP8?t=563	563	568	SOFA	SOFA	5	Sit in Sofa and roll to the side over your neck back to Sofa.	Siéntese en el Sofá y ruede hacia un lado sobre su cuello de vuelta al Sofá.	There are more comfortable tricks to try.	Hay trucos más cómodos para probar.		1 Jan 2022	FALSE
10090	Back Chest Roll to Feet					https://www.instagram.com/p/CUITT4wgvmH/			CHEST	STAND	5	Do a Back Chest Roll and in the end of the roll push yourself away from the line to put your feet on.	Haz un rollo de pecho hacia atrás y al final del rollo empújate de la línea para poner los pies.				1 Jan 2022	
10092	Hammock Roll to Feet		Augustin Moinat		2021				BACK	STAND	6	Hammock Roll going directly to Feet.	El rollo de la hamaca va directamente a los pies.				1 Jan 2022	
10093	270 Can of Soup	Can of Bisque	Davis Hermes		2021	https://youtu.be/VP49hErTqM0?t=356	356	362	SOUP	EXPOSURE	6	Do a Can of Soup and a 270 at the same time.	Haz una lata de sopa y un 270 al mismo tiempo.			10066	1 Jan 2022	
10094	Exposure Orbital to Sofa	Exporbital	Ian Eisenberg		2021	https://www.youtube.com/watch?v=2ykEngQRgKo&t=6	6	16	EXPOSURE	SOFA	6	Orbital to Sofa but starting in Exposure.	Orbital a Sofá pero comenzando en Exposición.			10084	1 Jan 2022	FALSE
10095	Antihero from Feet		Ian Eisenberg		2021	https://youtu.be/7yLCyoHgUS0?t=1437	1437	1442	EXPOSURE	SOFA	6	From Exposure you grab the line with one hand and roll forward. As soon as you are under the line you perform an Antihero to Sofa.	Desde la Exposición agarras la línea con una mano y ruedas hacia adelante. En cuanto estés bajo la línea realizas un Antihéroe a Sofá.			10039	1 Jan 2022	FALSE
10096	180 to Orbital		Ian Eisenberg		2021	https://youtu.be/A8O3iGYGPPk?t=146	146	154	STAND	KOREAN	6	Do a 180 and then an Orbital.	Haz un 180 y luego un Orbital.			10084	1 Jan 2022	FALSE
10097	Rocket Mount 180		Ian Eisenberg		2020	https://youtu.be/dG9sJvKjg6E?t=285	285	293	ROCKET	EXPOSURE	6	Rocket Mount with a 180.	Montaje de cohetes con un 180.	The movement in the end is comparable to the Sofa 360 to Feet.	El movimiento al final es comparable al del Sofá 360 a Pies.	10067	1 Jan 2022	
10098	Sick Nasty Double Roll		Ian Eisenberg		2020	https://youtu.be/qLEnzTtvTcA?t=21	21	26	SOFA	SOFA	6	Sick Nasty Roll with an additional Back Sofa Roll in the same bounce.	Rollo asqueroso con un rollo de sofá adicional en el mismo rebote.			10068	1 Jan 2022	FALSE
10099	Sofa 360 Double Roll		Justin Wagers		2020	https://youtu.be/hsALSrUdryU?t=134	134	139	SOFA	SOFA	6	Do a Sofa Roll 360 with an additional Back Sofa Roll in the end.	Realiza un Sofa Roll 360 con un Sofa Roll de espalda adicional al final.	You have to be fast with the regrab.	Hay que ser rápido con el regrab.	10022	1 Jan 2022	
10100	BS 180 Front Korean Roll to Feet	Fire Flip	Salomé Cholet		2021	https://youtu.be/HecUpHXRpDw?t=302	302	315	KOREAN	STAND	6	Start as you would do a Flowflip but rolling frontside (in direction of your chest) and do a 180 instead of a 360.	Empieza como harías un Flowflip pero rodando de frente (en dirección a tu pecho) y haz un 180 en lugar de un 360.			10209	1 Jan 2022	
10101	Back Belly Roll to Feet					https://www.youtube.com/watch?v=7yLCyoHgUS0&t=723	723	729	BELLY	EXPOSURE	6	Do a Belly Roll to Feet but rolling backwards.	Haz un Belly Roll a los pies pero rodando hacia atrás.				1 Jan 2022	FALSE
10102	Flowflip to Feet					https://www.youtube.com/watch?v=kn15JZJOuAg			KOREAN	EXPOSURE	6	Flowflip but landing to Feet in Exposure.	Flowflip pero aterrizando a Pies en la Exposición.	During the flip get your far foot on the line. At the end of the flip get your second foot up on the line.	Durante el salto, pon el pie más lejano en la línea. Al final de la voltereta, pon el segundo pie en la línea.	10015	1 Jan 2022	
10103	Backbounce Richy Roll to Feet					https://www.youtube.com/watch?v=uuFlRIMmP8M&t=260	260	264	BACK	EXPOSURE	6	From Backbounce perform a Richy Roll but land directly to Feet.	Desde el Backbounce realiza un Richy Roll pero aterriza directamente en los pies.			10226;10227	1 Jan 2022	
10104	Shoulder Roll to Feet					https://www.youtube.com/watch?v=7CZuU59KY_c&t=71	71	78	SHOULDER	EXPOSURE	6	From Shoulderstand roll to one side and get your feet on the line. Land in Exposure.	Desde la parada de hombros rueda hacia un lado y pon los pies en la línea. Aterriza en la exposición.			10051	1 Jan 2022	
10105	Panic Roll to Shoulder					https://youtu.be/uOuqykzwN7w?t=48	48	58	SOFA	SHOULDER	6	Do the Panic Roll but instead of landing in Chest you go into Shoulderstand.	Haz el rollo de pánico pero en lugar de aterrizar en el pecho te pones en posición de hombros.	Regrab with one hand to land comfortably in Shoulderstand.	Regrab con una mano para aterrizar cómodamente en Shoulderstand.	10000	1 Jan 2022	FALSE
10106	Double Hammock Roll from Feet	Spaghetti Roll	Augustin Moinat		2021				STAND	BACK	7	Double Roll down to Backbounce.	Doble rodillo hasta el rebote.			10023	1 Jan 2022	FALSE
10107	Double Sofa Roll to Feet	Tamatta Roll	Axel Weber		2021	https://www.instagram.com/p/CLU7Ni-l1sY/			SOFA	EXPOSURE	7	Double Sofa Roll landing in Exposure.	Aterrizaje del sofá doble en la exposición.			10199	1 Jan 2022	
10109	Sick Nasty 360	Tre Nasty	Ian Eisenberg		2021	https://youtu.be/wHPNMiKrHsQ?t=44	44	63	SOFA	SOFA	7	Start with the motion of a Sick Nasty 180 but keep spinning and do a full 360 landing back in the starting position.	Comienza con el movimiento de un Sick Nasty 180 pero sigue girando y haz un 360 completo aterrizando de nuevo en la posición inicial.			10044	1 Jan 2022	
10110	Tre Nasty Roll	Tre Flip	Ian Eisenberg		2021	https://www.instagram.com/p/CUayzIYg49i/			SOFA	SOFA	8	Start with the motion of a Sick Nasty 180 but keep spinning, do a full 360, and add a roll, landing back in the starting position.	Comienza con el movimiento de un Sick Nasty 180 pero sigue girando, haz un 360 completo y añade un giro, aterrizando de nuevo en la posición inicial.			10109	1 Jan 2022	FALSE
10111	Chest Roll 180 Flatspin to Feet		Ian Eisenberg		2021	https://www.youtube.com/watch?v=n2z3IyeQSj4&t=16	16	23	CHEST	EXPOSURE	7	Do a Chest Roll and in the same bounce a 180 Chest Flatspin to Feet.	Haz un Rollo de Pecho y en el mismo rebote un Flatspin de Pecho 180 a Pies.				1 Jan 2022	FALSE
10112	Shapeshifter		Ian Eisenberg		2021	https://www.youtube.com/watch?v=QrUyUx8oJUY			EXPOSURE	ROCKET	7	From Exposure do a front flip off the line and catch the line to land in Rocket.	Desde Exposure haz una voltereta frontal fuera de la línea y atrapa la línea para aterrizar en Rocket.				1 Jan 2022	
10113	Rocket Mount Side Roll to Sofa		Ian Eisenberg		2021	https://www.youtube.com/watch?v=7yLCyoHgUS0&t=1082	1082	1091	ROCKET	SOFA	7	From Rocket Mount do a Side Roll with the axis of rotation perpendicular to the line and land in Sofa.	Desde el montaje del cohete haz un giro lateral con el eje de rotación perpendicular a la línea y aterriza en Sofá.	Flip one of your hands to allow for a better initiation of the momentum.	Voltea una de tus manos para permitir una mejor iniciación del impulso.		1 Jan 2022	FALSE
10114	Korean Roll from Feet to Feet	Sushi Roll	Ian Eisenberg		2021	https://youtu.be/Ab2gW1rv5e8?t=16	16	20	STAND	STAND	7	Do a Korean Roll but starting from Feet and landing to Feet.	Haz un rollo coreano pero empezando por los pies y aterrizando en los pies.			10041	1 Jan 2022	
10115	Orbital to Feet	Sakalorbital	Ian Eisenberg		2020	https://youtu.be/Ab2gW1rv5e8?t=69	69	74	STAND	EXPOSURE	7	Grab the line with one hand, bring it around your body by passing it to your other hand and then land in Exposure.	Agarra la línea con una mano, llévala alrededor de tu cuerpo pasándola a tu otra mano y luego aterriza en Exposición.			10084	1 Jan 2022	
10116	Sick Nasty 360 to Chest	Tre Nasty to Chest	Ian Eisenberg		2021	https://youtu.be/eP2pBpKv4wI?t=39	39	44	SOFA	CHEST	7	Tre Nasty landing in Chest.	Tre Nasty aterrizando en el pecho.			10109	1 Jan 2022	FALSE
10117	Sick Nasty 180 to Feet	Freak Nasty to Feet	Ian Eisenberg		2020	https://youtu.be/T27UrrWAr7A?t=36	36	53	SOFA	EXPOSURE	7	Do a Sick Nasty but with a 180 landing in Exposure.	Haz un Sick Nasty pero con un aterrizaje de 180 en Exposure.			10065	1 Jan 2022	
10118	540 Spin		Joshua Leupolz		2021	https://youtu.be/qUxUNfgvoPs?t=46	46	49	STAND	STAND	7	Spin 540 on the line in a standing position.	Gira 540 en la línea en posición de pie.			10228	1 Jan 2022	FALSE
10119	Yoda Roll		Samuel Volery		2016	https://www.youtube.com/watch?v=DgVLWsChXFM			EXPOSURE	EXPOSURE	7	From Exposure grab the line with both hands and roll around the line landing back in Exposure.	Desde la Exposición agarra la línea con ambas manos y rueda alrededor de la línea aterrizando de nuevo en la Exposición.	Try to wait a bit after hitting the bottom of the bounce before you start with the trick. If you start too early you will kill the bounce.	Intenta esperar un poco después de tocar el fondo del rebote antes de empezar con el truco. Si empiezas demasiado pronto matarás el rebote.	10199	1 Jan 2022	
10120	Back Yoda Roll		Samuel Volery		2017	https://youtu.be/QJzX6gaYQoM?t=34	34	41	EXPOSURE	EXPOSURE	7	From Exposure grab the line with both hands and roll around the line backwards landing back in Exposure.	Desde la Exposición agarra la línea con ambas manos y rueda alrededor de la línea hacia atrás aterrizando de nuevo en la Exposición.	Try to wait a bit after hitting the bottom of the bounce before you start with the trick. If you start too early you will kill the bounce.	Intenta esperar un poco después de tocar el fondo del rebote antes de empezar con el truco. Si empiezas demasiado pronto matarás el rebote.	10200	1 Jan 2022	
10121	Reverse Rocket Mount		Samuel Volery		2019	https://youtu.be/uOuqykzwN7w?t=171	171	188	ROCKET	EXPOSURE	7	Like a Rocket Mount but go up behind the line.	Como un Rocket Mount pero subiendo por detrás de la línea.	Sam and Ian have quite different techniques for this trick. Try both and see which one suits you (or do your own variation of course).	Sam e Ian tienen técnicas bastante diferentes para este truco. Prueba ambos y ve cuál te conviene (o haz tu propia variación, por supuesto).		1 Jan 2022	
10122	Barrel Roll					https://www.youtube.com/watch?v=dG9sJvKjg6E&t=396	396	402	STAND	STAND	7	From your normal stance grab the line with both hands and roll around the line landing back in the starting position.	Desde su posición normal, agarre la línea con ambas manos y ruede alrededor de la línea aterrizando de nuevo en la posición inicial.			10066	1 Jan 2022	
10123	Back Barrel Roll					https://www.youtube.com/watch?v=dG9sJvKjg6E&t=396	396	402	STAND	STAND	7	From your normal stance grab the line with both hands and roll around the line backwards landing back in the starting position.	Desde tu postura normal, agarra la línea con ambas manos y rueda alrededor de la línea hacia atrás aterrizando de nuevo en la posición inicial.			10169	1 Jan 2022	
10124	Front Almighty Flip		Axel Weber		2020	https://youtu.be/jIBjYEMRhrQ			EXPOSURE	EXPOSURE	8	From Exposure do a front flip while hooking one foot under the line and putting it back on the line for the landing.	Desde la Exposición haz una voltereta frontal mientras enganchas un pie bajo la línea y lo vuelves a poner en la línea para el aterrizaje.	After 270 deg of rotation try to pull the line under yourself with your feet.	Después de 270 grados de rotación, intenta tirar de la línea debajo de ti con los pies.	10119	1 Jan 2022	
10125	No Foot Front Almighty Flip	High'N'Mighty	Ian Eisenberg		2021	https://www.instagram.com/p/CVYpkmVg2FY/			STAND	STAND	8	Barrel Front Almighty Flip but instead of hooking the line with your foot you press the line against your other leg.	Barrel Front Almighty Flip pero en lugar de enganchar la línea con el pie, presionas la línea contra tu otra pierna.			10124	1 Jan 2022	FALSE
10126	180 Back Roll from Feet	180 Backflop	Ian Eisenberg		2021	https://www.youtube.com/watch?v=A8O3iGYGPPk&t=135	135	142	STAND	KOREAN	8	Do a 180 and then go into a Back Roll from Feet.	Haz un 180 y luego pasa a un Rollo de Espalda desde los Pies.			10086	1 Jan 2022	
10127	Panic Roll to Feet (No Hands)	Panic Attack	Ian Eisenberg		2021	https://www.youtube.com/watch?v=7yLCyoHgUS0&t=1355	1355	1364	SOFA	EXPOSURE	8	You do a Panic Roll to Feet but don't use your hands to hold the line. Instead use your foot to hook the line and go to Feet.	Haces un Rollo de Pánico a Pies pero no usas las manos para sujetar la línea. En lugar de ello, utiliza el pie para enganchar la línea y pasar a Pies.			10050	1 Jan 2022	
10128	Shrimpflip 180 to Feet	King Prawn	Ian Eisenberg		2021	https://youtu.be/7yLCyoHgUS0?t=1560	1560	1574	ROCKET	EXPOSURE	8	Do a Shrimpflip 180 but then go to Feet.	Haz un Shrimpflip 180 pero luego ve a Pies.			10229	1 Jan 2022	
10129	180 Front Roll from Feet	180 Frontflop	Ian Eisenberg		2021	https://youtu.be/A8O3iGYGPPk?t=116	116	132	STAND	KOREAN	8	From Standing you turn 180 and do a Frontroll from Feet.	Desde la posición de pie se gira 180 y se hace un Frontroll desde los pies.			10080	1 Jan 2022	
10130	360 Orbital to Feet		Ian Eisenberg		2021	https://youtu.be/A8O3iGYGPPk?t=175	175	192	STAND	STAND	8	Orbital to Feet but with a 360 spin.	Orbital a Pies pero con un giro de 360.			10115	1 Jan 2022	
10132	Antihero to Feet	Darth Vader	Ian Eisenberg		2021	https://www.youtube.com/watch?v=V0fMaONFvVY			ROCKET	EXPOSURE	8	Like an Antihero to Sofa but landing in Exposure.	Como un Antihéroe a Sofá pero aterrizando en Exposición.			10039	1 Jan 2022	
10133	Panic Roll from Feet to Feet	Adrenaline Roll	Ian Eisenberg		2020	https://youtu.be/qLEnzTtvTcA?t=38	38	42	STAND	EXPOSURE	8	Do a 90 with restepping and go into a Yoda Roll.	Haz un 90 con restepping y pasa a un Yoda Roll.			10050	1 Jan 2022	
10134	Han Solo		Jim Galli		2020	https://www.youtube.com/watch?v=dG9sJvKjg6E&t=323	323	327	EXPOSURE	EXPOSURE	8	Almighty Flip but instead of hooking the line with your foot you grab and pull on the leash.	Almighty Flip, pero en lugar de enganchar la línea con el pie, agarras y tiras de la correa.			10119	1 Jan 2022	
10135	Backbounce Nirvana		Justin Wagers		2021	https://www.instagram.com/p/CSW1c4Li76j/			BACK	EXPOSURE	8	Nirvana from Backbounce.	Nirvana de Backbounce.			10140	1 Jan 2022	
10136	Front Barrel Almighty Flip		Justin Wagers		2020	https://youtu.be/hsALSrUdryU?t=62	62	66	STAND	STAND	8	Almighty flip but from normal stance.	Voltereta todopoderosa pero desde la posición normal.			10122	1 Jan 2022	
10137	Panic Double Roll to Feet		Justin Wagers		2021	https://youtu.be/RDVaUFdqMmE?t=261	261	266	SOFA	EXPOSURE	8	Panic Roll with an additional Chest Roll landing to Feet.	Rollo de pánico con un rollo de pecho adicional aterrizando a los pies.			10050	1 Jan 2022	
10138	Back Barrel Almighty Flip		Justin Wagers		2020	https://youtu.be/Se5XNo0RSP8?t=426	426	430	STAND	STAND	8	Like the barrel almighty flip but flipping the other direction.	Como la vuelta del barril pero volteando en la otra dirección.			10123	1 Jan 2022	
10139	Double Can of Soup		Justin Wagers		2019	https://youtu.be/rWqH_51ztQA?t=6977	6977	6981	SOUP	STAND	8	From sitting position (one legged) you do two rolls to the side and land on your feet in normal stance.	Desde la posición de sentado (con una pierna) se hacen dos rollos hacia el lado y se aterriza sobre los pies en posición normal.			10066	1 Jan 2022	
10140	Sofa Roll 360 to Feet	Nirvana	Salomé Cholet		2021	https://youtu.be/7yLCyoHgUS0?t=580	580	594	SOFA	EXPOSURE	8	Do a Sofa Roll 360 but go to Feet and land in Exposure.	Haz un Sofa Roll 360 pero ve hacia los pies y aterriza en la exposición.			10022;10069	1 Jan 2022	
10141	FS 360 Rocket Mount		Sebastian Egger		2021	https://www.instagram.com/p/CPgJRJHK777/			ROCKET	EXPOSURE	8	Rocket Mount with a 360.	Montaje de cohete con un 360.	First spin a little bit into the opposite direction to then explode out the way you really want to spin.; Try to avoid doing a Rocket Mount 180 and then restep with your feet but go for the 360 right away.	Primero gira un poco en la dirección opuesta para luego explotar en la dirección que realmente quieres girar; trata de evitar hacer un Rocket Mount 180 y luego vuelve a dar un paso con los pies, pero ve a por el 360 de inmediato.	10097	1 Jan 2022	
10142	Sofa 540 to Feet		Sebastian Egger		2021	https://www.instagram.com/p/CPgJRJHK777/			SOFA	EXPOSURE	8	From Sofa you do a Sofa 360 to Feet but add a 180 in the end.	Desde el Sofá se hace un Sofá 360 a Pies pero se añade un 180 al final.	Try to not do the 360 and then restep to get the 540 but instead go for the 540 directly.	Intenta no hacer el 360 y luego el restep para conseguir el 540, sino que ve directamente a por el 540.	10069	1 Jan 2022	
10143	Back Almighty Flip		Sebastian Egger		2020	https://youtu.be/jIBjYEMRhrQ			EXPOSURE	EXPOSURE	8	From Exposure do a back flip while hooking one foot under the line and putting it back on the line for the landing.	Desde la Exposición haz una voltereta hacia atrás mientras enganchas un pie bajo la línea y lo pones de nuevo en la línea para el aterrizaje.	First lean back and then kick/hook the line.	Primero inclínate hacia atrás y luego patea/engancha la línea.	10120	1 Jan 2022	
10144	Switch 270 Yoda Roll Fake 90	Flowflip from Feet to Feet	Sebastian Egger		2021				STAND	STAND	8	From standing in switch you spin 180 by just turning your feet (no stepping). Then do an Adrenaline Roll but when you are landing, turn your feet again to not land in Exposure but in normal stance.	Desde la posición de cambio, gira 180 con sólo girar los pies (sin pisar). Luego haz un Adrenaline Roll pero cuando estés aterrizando, gira los pies de nuevo para no aterrizar en Exposición sino en postura normal.	Either start or land in switch.	O bien empieza o aterriza en el interruptor.	10171	1 Jan 2022	FALSE
10145	Butter Roll to Feet	The Tesseract	Ian Eisenberg		2021	https://www.instagram.com/p/CVhgrM6B6jd/			SOFA	EXPOSURE	8	Start by doing the Butter and roll to your back to land in Expo.	Comienza haciendo el Butter y rueda hacia tu espalda para aterrizar en la Expo.			10230	1 Jan 2022	
10146	Hammock Roll from Feet to Feet	Lasagna Roll	Augustin Moinat		2021	https://youtu.be/aAq4Tf8naOM?t=139	139	144	STAND	STAND	9	Hammock Roll starting from Feet and going directly back to Feet.	Rodar en hamaca empezando por los pies y volviendo directamente a los pies.			10023;10092	1 Jan 2022	
10147	Nirvana from Feet	Total Nirvana	Sakalomo		2021	https://youtu.be/HecUpHXRpDw?t=55	55	68	EXPOSURE	EXPOSURE	9	Basically a Sofa Roll 360 from Feet to Feet.	Básicamente un Sofá Roll 360 de Pies a Pies.			10140	1 Jan 2022	
10148	Back Roll from Feet to Feet	Backflip	Ian Eisenberg		2021	https://youtu.be/Ej2ocABoNC4?t=18588	18588	18593	STAND	STAND	9	The highline freestyle Backflip! As the name implies it is a Back Roll from Feet to Feet.	¡El Backflip de highline freestyle! Como su nombre indica es un Back Roll de pies a pies.			10079;10086	1 Jan 2022	
10149	Rocket Front Roll to Feet	Super Sonic Mount	Ian Eisenberg		2020	https://www.youtube.com/watch?v=r5rwYkvnbco			ROCKET	EXPOSURE	9	From Hanging get a lot of momentum with your feet and do one front roll around the line and land in Exposure.	Desde el Hanging coge mucho impulso con los pies y haz un roll frontal alrededor de la línea y aterriza en Exposure.			10056	1 Jan 2022	
10150	Double Back Yoda Roll	Back Turtle Roll	Ian Eisenberg		2020	https://www.youtube.com/watch?v=RerW2T7edVA			EXPOSURE	EXPOSURE	9	Two Back Yoda Rolls in one bounce.	Dos Rollos de Yoda hacia atrás en un solo rebote.			10120	1 Jan 2022	
10151	Sick Nasty Roll to Feet	Darkside Roll	Ian Eisenberg		2020	https://youtu.be/Ab2gW1rv5e8?t=79	79	91	SOFA	EXPOSURE	9	Start with a Sick Nasty Roll but instead of swinging both your legs over the line again put one foot on the line and keep the other one behind the line. Then put the second foot on and stick the trick.	Comienza con un Sick Nasty Roll, pero en lugar de balancear ambas piernas sobre la línea, pon un pie en la línea y mantén el otro detrás de la línea. Luego pon el segundo pie y pega el truco.			10068	1 Jan 2022	
10152	180 Darth Vader		Ian Eisenberg		2021	https://youtu.be/HecUpHXRpDw?t=218	218	234	ROCKET	EXPOSURE	9	Darth Vader with a 180.	Darth Vader con un 180.			10132	1 Jan 2022	FALSE
10153	180 Front Almighty Flip		Ian Eisenberg		2021	https://youtu.be/n2z3IyeQSj4?t=88	88	105	EXPOSURE	EXPOSURE	9	Do a 180 and then go into a Front Almighty Flip.	Haz un giro de 180º y luego entra en una voltereta frontal todopoderosa.			10124	1 Jan 2022	
10154	Double Barrel Roll		Justin Wagers		2021	https://www.youtube.com/watch?v=VP49hErTqM0&t=415	415	419	STAND	STAND	9	Double Barrel Roll.	Rodillo de doble barril.			10139	1 Jan 2022	
10155	Frontroll from Feet to Feet	Chrysalis	Nick Day		2021	https://www.youtube.com/watch?v=8fqUe9ZQvAc			STAND	STAND	9	In one bounce do a Frontroll starting from Feet and landing back to Feet.	En un rebote haz un Frontroll partiendo de Pies y aterrizando de nuevo en Pies.	Longer lines allow for more time to execute the trick.	Las líneas más largas permiten más tiempo para ejecutar el truco.	10080;10231	1 Jan 2022	
10156	Double Yoda Roll	Turtle Roll	Pablo Signoret			https://www.youtube.com/watch?v=VP49hErTqM0&t=420	420	423	EXPOSURE	EXPOSURE	9	Two Yoda Rolls in one bounce.	Dos rollos de Yoda en un rebote.			10107	1 Jan 2022	
10157	Fake 360 Front Almighty Flip		Sebastian Egger		2021	https://www.instagram.com/p/COPXx5vtOBy/			STAND	STAND	9	Starting in switch stance you do a 270 spin and go into a Front Almighty Flip in the end turn 90 to look back at the same anchor where you started.	Empezando en posición de cambio, haces un giro de 270 y pasas a un Front Almighty Flip al final giras 90 para mirar de nuevo al mismo ancla donde empezaste.			10153	1 Jan 2022	FALSE
10158	Flowflip from Feet to Feet	Overflow	Tim Odermatt		2021	https://www.instagram.com/p/CSHcZfUFG9H/			STAND	STAND	9	From your regular stance do a frontside 270 and roll around the line like you would for a Flowflip. Try to land back in your normal stance and not in Exposure.	Desde tu postura normal haz un 270 frontal y rueda alrededor de la línea como lo harías para un Flowflip. Intenta aterrizar de nuevo en tu postura normal y no en Exposure.			10171	1 Jan 2022	
10159	Makako to Feet		Sakalomo		2021	https://youtu.be/rWqH_51ztQA?t=5633	5633	5640	NEVERMIND	EXPOSURE	10	Makako landing in Exposure.	Makako aterrizando en Exposición.			10052	1 Jan 2022	
10160	Despedido to Feet		Sakalomo		2021	https://youtu.be/HecUpHXRpDw?t=162	162	178	KOREAN	EXPOSURE	10	Despedido landing in Exposure	Despedido aterrizando en Exposición			10170	1 Jan 2022	
10161	180 Super Sonic Mount		Ian Eisenberg		2021	https://youtu.be/HecUpHXRpDw?t=249	249	265	ROCKET	EXPOSURE	10	It's like a Rocket Rewind to Feet.	Es como un Rocket Rewind a Feet.			10149;10140	1 Jan 2022	
10162	360 Front Almighty Flip		Ian Eisenberg		2021	https://youtu.be/HecUpHXRpDw?t=367	367	380	STAND	STAND	10	The real 360 Front Almighty with the starting and ending stance being the same.	El verdadero Frente 360 Todopoderoso con la postura inicial y final siendo la misma.			10153	1 Jan 2022	
10163	Rocket Back Roll to Feet	Reverse Super Sonic Mount	Samuel Volery		2021	https://www.youtube.com/watch?v=EntnbHe_biY			ROCKET	EXPOSURE	10	From hanging get a lot of momentum with your feet and do one back roll around the line and land in exposure.	Desde la suspensión coge mucho impulso con los pies y haz un giro hacia atrás alrededor de la línea y aterriza en la exposición.			10101;10121	1 Jan 2022	
10164	Triple Back Yoda Roll		Davis Hermes		2021	https://www.instagram.com/p/CUNMWEgAGP4/			EXPOSURE	EXPOSURE	11	Three Back Yoda Rolls in one bounce.	Tres Rollos de Yoda hacia atrás en un solo rebote.			10150	1 Jan 2022	
10165	Barrel Almighty Flip to Barrel Roll	Holy Grail	Davis Hermes		2021	https://youtu.be/UdG4DNI0SNk?t=92	92	97	STAND	STAND	11	Start by doing a Barrel Almighty Flip and go for a second roll by grabbing the line and doing a Barrel Roll.	Empieza haciendo un Barrel Almighty Flip y haz una segunda tirada agarrando la línea y haciendo un Barrel Roll.			10154	1 Jan 2022	
10166	Darth Vader from Feet		Ian Eisenberg		2021	https://youtu.be/HecUpHXRpDw?t=436	436	452	EXPOSURE	EXPOSURE	11	Start in Expo and roll down until you are under the line. Then do a Darth Vader.	Comienza en la Expo y rueda hacia abajo hasta que estés bajo la línea. Entonces haz un Darth Vader.			10132	1 Jan 2022	
10167	Double Back Almighty Flip		Sebastian Egger		2021	https://youtu.be/HecUpHXRpDw?t=547	547	567	EXPOSURE	EXPOSURE	11	Double Back Almighty Flip	Doble Vuelta Todopoderosa	Do the first one laid out and tuck for the second one to get good momentum.; Try to get the hook at your ankle. If the line is near your toes it's hard to pull it around for the second roll.	Haz la primera tirada y métete para la segunda para conseguir un buen impulso; Intenta que el gancho esté en tu tobillo. Si la línea está cerca de los dedos de los pies es difícil tirar de ella para la segunda tirada.	10150;10143	1 Jan 2022	
10168	Double Front Almighty Flip		Sebastian Egger		2021	https://youtu.be/HecUpHXRpDw?t=780	780	793	EXPOSURE	EXPOSURE	11	Double Front Almighty Flip.	Doble vuelta frontal todopoderosa.	Stay open for the first one and tuck for the second one to get good momentum.	Quédate abierto en el primero y métete en el segundo para conseguir un buen impulso.	10156;10124	1 Jan 2022	
10169	Back Can of Soup		Ian Eisenberg		2021	https://youtu.be/IDYpoOE8Kq8?t=32	32	46	SOUP	STAND	4	From One Leg Sit you roll to the side in the direction of your leg that is hanging down and land to Feet in normal stance.	Desde la sentada a una pierna, rueda hacia un lado en dirección a la pierna que cuelga y aterriza con los pies en posición normal.				1 Jan 2022	
10170	Back Korean Roll 360 to Chest	Despedido	Sakalomo		2021	https://www.youtube.com/watch?v=7yLCyoHgUS0&t=1036	1036	1040	KOREAN	CHEST	7	It's a Back Korean Roll and a 360 at the same time.	Es un rollo coreano trasero y un 360 al mismo tiempo.				1 Jan 2022	
10171	180 Front Yoda Roll		Ian Eisenberg		2021	https://youtu.be/Ab2gW1rv5e8?t=22	22	33	EXPOSURE	EXPOSURE	8	From Exposure do a 180 and during the spin go into the Yoda Roll.	Desde la Exposición haz un 180 y durante el giro entra en el Yoda Roll.			10119	1 Jan 2022	
10172	Shapeshifter to Feet	Ninja Shifta	Enzo Fuchs		2021	https://www.instagram.com/p/CXOfVZGgZ7b/			EXPOSURE	EXPOSURE	10	Shapeshifter landing to feet.	Shapeshifter aterrizando a los pies.			10112	1 Jan 2022	
10173	BS 270 Back Yoda Roll	Dojo Roll	Ian Eisenberg		2021	https://youtu.be/BOGMXJsXWCE?t=31	31	43	STAND	EXPOSURE	8	Turn 180 to your BS and go into a Back Yoda Roll finishing the last 90 degrees of spin.	Gira 180 hacia tu BS y entra en un Back Yoda Roll terminando los últimos 90 grados de giro.			10120;10145	1 Jan 2022	
10174	Shrimp Double Flip	Kung Pao	Ian Eisenberg		2021	https://www.instagram.com/p/CXPSK-BKQAg/			ROCKET	ROCKET	7	Do a Shrimpflip and in the same bounce another flip around the line.	Haz un Shrimpflip y en el mismo rebote otra vuelta alrededor de la línea.			10060;10121	1 Jan 2022	FALSE
10175	Barrel late Orbital 180		Justin Wagers		2021	https://www.instagram.com/p/CXJSAepFj4L/			STAND	CHEST	9	Start with a Barrel Roll and then add an Orbital in the same bounce.	Empieza con un Barrel Roll y luego añade un Orbital en el mismo rebote.	You gotta be quick for this one.	Tienes que ser rápido para esto.	10122;10206	1 Jan 2022	
